id	filename	md5	size	state
0e086594-26ea-4e2f-bc15-28e665155371	TCGA-44-7671-01A-01-BS1.914604a2-de9c-404d-9fa5-23fbd0b76da3.svs	f10ad5fe67245b8256777f48acac55f9	23583543	validated
134f0623-1d0e-4653-beb3-3a8bd96981cb	TCGA-49-AAR3-11A-01-TSA.A2FB7679-FB9F-4E80-855F-77877C694D26.svs	17e42c32585d37bc00cdd3fcebe5a3ab	34910533	validated
3776b33d-1053-4de8-856c-c304641225c7	TCGA-44-5645-01A-01-TS1.16170220-fc14-4f39-80be-ef98d46dc3c8.svs	8e8a398b199587c5856b3b7fe9d1fc7e	37693201	validated
5889051f-a4c8-475a-a5f5-81887d956e7b	TCGA-51-4079-01A-01-BS1.69f4fd87-b5db-431d-bce3-732e19261f79.svs	82e6857708a30cb7057892efbbc573ec	41448265	validated
6c7d4710-9a29-4cc5-b811-09ac61eca1f4	TCGA-51-4079-01A-01-TS1.a9e1a7c9-cd00-4c66-838b-555a5c91c2db.svs	39b35285d2ffaaf10c1b48e2316c82d4	45261229	validated
72732f2c-e471-44e3-8c95-0ebb984ee425	TCGA-68-8250-01A-01-TS1.d6347fc6-c657-4d0f-bba9-09efde4991f3.svs	cf2236ac853dfc56386ead822bc0729a	47916057	validated
c6d474b1-fa22-40b9-8958-5e0363510e56	TCGA-91-6849-01A-01-BS1.bf1eff88-1e15-443a-a9b3-188c896ef8f5.svs	7a1f56b02c51320c9b0c82142a46114f	46557671	validated
d4d2e016-3106-4472-b8f3-df953166a002	TCGA-51-4080-11A-01-TS1.530df10b-7a9c-40a0-ae9d-bd2798e3b9dd.svs	bed85dfd1f5d4f3d9219a12f944da5cd	37444519	validated
e79a83b4-292c-488f-a74f-5cfdb70130c0	TCGA-55-8514-11A-01-TS1.0f2a46b7-61e1-4991-948b-5407896bacd7.svs	79d112df4bc395c5e15ec8cee862d9b6	41601333	validated
