id	filename	md5	size	state
5bc746eb-a365-42a4-96fd-f8de3df29dc4	TCGA-55-7907-11A-01-TS1.16963b86-9b96-4510-86af-bf9ac0da9953.svs	cdbf1dd3619ae4ba5cbc955f12e4ce0b	67701885	validated
6547edd3-d89b-4ae0-a0d0-53ff93a36499	TCGA-73-4668-11A-01-BS1.296b9b76-6ebb-47fa-9f55-202600f4e37a.svs	4efcb9166fdc1a02d12539982d5c16fd	32416249	validated
8316139b-8fb3-4cfb-a704-c023b72a412e	TCGA-39-5039-01A-01-TS1.94248e36-75ef-4af2-9648-b0e1afaffd02.svs	5c2997a2b892ae7831ddac241ad4fc6f	354072141	validated
858af111-8a42-45a6-a9c0-d71f2c1a2f90	TCGA-78-7536-01A-01-BS1.976e5028-cc47-4c8b-a069-b8aa4761acda.svs	4951d9830d8e4411a934f5c4f2fca1f4	53246379	validated
a11a4f1e-3b68-4c0e-8259-7ab630658a7c	TCGA-MP-A4T6-01A-03-TSC.DC283477-48E1-4EB5-AC22-B73FFFA34CC3.svs	29795539167fd177eb874c33877f6719	202350847	validated
a8af4ed5-c6d6-47f8-9f1c-3d47e4e98e28	TCGA-33-4538-01A-01-BS1.8d99e65d-7223-4edb-ba6c-8ec71e13d4a2.svs	91ba49f27684153a58ad9aa2b3bfcb17	47482191	validated
c09e289e-7098-4a64-9afc-9b84f7288ca5	TCGA-22-4594-11A-01-BS1.208cec93-2a86-4f9b-b150-8b5af3108aff.svs	13aebc23a83800b49f5571a38d6c5505	34614553	validated
e382ae93-bfa1-44ea-b90f-75201e18be3d	TCGA-66-2754-01A-01-TS1.56a9fe5f-3bef-4738-b15b-9e15eb90c433.svs	04d83c7e2b599b954096f693dd156054	57359413	validated
f95b70fb-af3b-4258-a67b-41606633d68c	TCGA-69-8453-01A-01-TS1.ea00989c-48cd-4f3c-9480-c02a995fb265.svs	7548e6d8e3fc2b51f8fe98719c2c77c4	45881489	validated
